url,site,title,snippet,filter_verdict,snippet_hits,body_token_hits,auto_judgement,body_excerpt_500,manual_label
https://clien.net/service/board/cm_iphonien/18750081,clien.net,ios18인데 마이애플월렛이 안되네요 : 클리앙,사이트는 정상적으로 돌아가는 듯한데 ios18로 올려서인지 패스를 추가할 수 없다고 뜨네요 사파리 크롬 등 브라우저 바꿔서 해봐도요 ㅎㅎ 책이음 서비스 쓰면서 패스에 넣어서 쓰면 좋겠다는 생각에 오래간만에 해봤는데 ...,excluded,,,,사이트는 정상적으로 돌아가는 듯한데 ios18로 올려서인지 패스를 추가할 수 없다고 뜨네요 사파리 크롬 등 브라우저 바꿔서 해봐도요 ㅎㅎ 책이음 서비스 쓰면서 패스에 넣어서 쓰면 좋겠다는 생각에 오래간만에 해봤는데 아쉽네요 /Vollago,
https://clien.net/service/board/cm_iphonien/18937424,clien.net,신한 터치월렛 교통카드 이식 어렵지 않네요 : 클리앙,아세톤으로 나라사랑카드를 녹이고 IC칩을 부착했습니다. 칩과 연결된 구리선은 손으로 뜯었어요. 처음에는 IC칩이 너무 커서 접점이랑 잘 안맞길래 가위로 조금 잘랐습니다. 정말 성의없어 보이는데 잘 작동되네요..하하 ...,excluded,,,,아세톤으로 나라사랑카드를 녹이고 IC칩을 부착했습니다. 칩과 연결된 구리선은 손으로 뜯었어요. 처음에는 IC칩이 너무 커서 접점이랑 잘 안맞길래 가위로 조금 잘랐습니다. 정말 성의없어 보이는데 잘 작동되네요..하하 빨리 티머니가 나와줘야 이런 뻘짓을 안할텐데요 ㅠ,
https://clien.net/service/board/cm_iphonien/18940426,clien.net,챗지피티.. 사람 차별 하나… : 클리앙,오늘 단톡방에서 이런걸 봄.. 오~~~ 나도 해봐야지.. 하고 시킴.. 근데 결과물은… 그래서 그림체도 다르고 한글도 아니니 다시 해달라고 함.. 이상하다 싶어.. “이성” 기능을 켜고 다시 해달라고 함.. 이 정도면..,excluded,,,,오늘 단톡방에서 이런걸 봄.. 오~~~ 나도 해봐야지.. 하고 시킴.. 근데 결과물은… 그래서 그림체도 다르고 한글도 아니니 다시 해달라고 함.. 이상하다 싶어.. “이성” 기능을 켜고 다시 해달라고 함.. 이 정도면.. 이 자식이 나 무료버전이라고 차별하는거 맞죠?,
https://clien.net/service/board/cm_iphonien/19172439,clien.net,토스 애플페이가 가능해지면 어떤점이 더 나아지는걸까요? : 클리앙,토스가 발급하는 카드에 대해서만 가능해지죠.,excluded,,,,"그냥 단순히 현대카드 처럼 그냥 토스 이름 달고나오는 토스 발급 카드들을 애플페이에서 쓸수있는건지, 아니면 혹시 토스페이에 등록된 타사의 카드들까지 쓸수있게 되는건지.. 설마 이건 아니죠?",
https://clien.net/service/board/cm_iphonien/8373015,clien.net,미국 스타벅스앱으로 국내 사용 가능한가요? : 클리앙,미국 스타벅스 앱으로 국내 카드 등록하고 애플워치에서 QR코드 보여줘서 인식하고 결제까지 가능한지 궁금합니다.,excluded,,,,미국 스타벅스 앱으로 국내 카드 등록하고 애플워치에서 QR코드 보여줘서 인식하고 결제까지 가능한지 궁금합니다. 애플워치에서 QR코드 보여줘서 인식하고 결제까지 가능한지 궁금합니다.,
https://clien.net/service/board/cm_lego/7800231,clien.net,아마존에서 두개를 따로 주문했는데 오더넘버가 하나로 묶였네요. 그런데 트래킹 넘버는 두개네요 : 클리앙,안녕하세요 아마존에서 만번대 두개를 주문했는데 시간차를 두고 하나씩 주문했거든요 그런데 오더넘버가 하나로 되었더라구요. 그런데 트래킹 넘버는 두개... 그래서 일단 배대지에는 따로 등록을 해 두었습니다.,excluded,,,,"안녕하세요 아마존에서 만번대 두개를 주문했는데 시간차를 두고 하나씩 주문했거든요 그런데 오더넘버가 하나로 되었더라구요. 그런데 트래킹 넘버는 두개... 그래서 일단 배대지에는 따로 등록을 해 두었습니다. 이런 경우 겪으신 분 있나요? 부가세를 내게 될지.. 모르겠네요 ^^; -------------------------------------------------------------------------------------------------- 수정 --- 제가 글을 이상하게 썼나봐요 같은 제품을 원클릭으로 두 번 주문했고, 오더넘버가 하나로 묶였길래 취소 하기도 아깝고 해서 그냥 받기로 결정했는데 배송을 나눠서 보내줬습니다. 그래서 트래킹 번호가 두개인거구요 ^^; 지금 두개가 따로 오고 있는 상황이구요. 아마존에서 만번대 두개를 주문했는데 시간차를 두고 하나씩 주문했거든요 그런데 오더넘버가 하나로 되었더라구요. 그런데 트래킹 넘버는 두개... 그래서 일단 배대지에는 따로 등록",
https://clien.net/service/board/cm_oversea/16930877,clien.net,북미) 데이팅앱들 경험썰 : 클리앙,**아주 개인적인 경험이라서 일반화도 할수 없고 어떤 이야기는 다소 지엽적으로 느껴질수 있습니다. 미국에서 솔로탈출은 어려운것 같습니다. 가장 쉬운 방법은 잘생긴 얼굴로 다시 태어나는 방법인것 같습니다.,excluded,,,,**아주 개인적인 경험이라서 일반화도 할수 없고 어떤 이야기는 다소 지엽적으로 느껴질수 있습니다. 미국에서 솔로탈출은 어려운것 같습니다. 가장 쉬운 방법은 잘생긴 얼굴로 다시 태어나는 방법인것 같습니다. 사람을 만나려고 노력해도 연결되지 않는 상황에서 느껴지는 공허함에 데이팅앱을 하나 둘 그리고 셋 다운받아서 사용해봤습니다. 1. 틴더 자세한 설명은 생략하겠습니다. 잘못된 앱을 사용하고 있다는 것을 깨닫고 삭제했습니다. 나는누구? 여긴어디? 2. 범블 틴더와 방식이 비슷하지만 더 건전 (?)합니다. 범블로 연결이 되어서 몇번 이야기는 나누어봤지만 안녕하세요? 이후 대화가 연결되지 않습니다. 매칭이 되었다고 해도 여성분들이 24시간 안에 먼저 말을 걸어야 대화가 가능합니다. 대부분 말을 안걸어서 매칭이 날아가는데 제가 볼땐 봇이거나 실수로 좋아요 넘길을 한 경우인거 같습니다. 범블에서 의도적으로 하는지는 모르겠지만 누군가 저를 찜했다는 알림이 오면서 궁금증을 자아내게하고 결국 구독결제,
https://clien.net/service/board/cm_stock,clien.net,클리앙 : 주식한당,커뮤니티 커뮤니티전체 C 모두의광장 F 모두의공원 I 사진게시판 Q 아무거나질문 D 정보와자료 N 새로운소식 T 유용한사이트 P 자료실 E 강좌/사용기 L 팁과강좌 U 사용기 · 체험단사용기 W 사고팔고 J 알뜰구매 S 회원중고장터 ...,excluded,,,,"안전한 서비스 이용을 위해 이메일 인증을 완료해 주세요. 현재 회원님은 이메일 인증이 완료되지 않은 상태입니다. 최근 급증하는 해킹 및 도용 시도로부터 계정을 보호하기 위해 인증 절차가 강화되었습니다. - 이메일 미인증 시 글쓰기, 댓글 작성 등 게시판 활동이 제한됩니다. - 이후 새로운 기기에서 로그인할 때마다 반드시 이메일 인증을 거쳐야 합니다. - 2단계 인증 사용 회원도 최초 1회는 반드시 인증하여야 합니다. - 개인정보에서도 이메일 인증을 할 수 있습니다. 지금 이메일 인증하기",
https://clien.net/service/board/cm_stock/18759344,clien.net,퇴직연금 DC 이신 분들 : 클리앙,안전자산 30프로 주로 뭐 사시나요 ? 그나마 나스닥 비율 좋다는 TDF 시리즈 샀는데도 나스닥100 40프로 수익일동안 겨우 10프로 수익 낫더군요. 제대로 추종은 하나 의문입니다. 최대한 에센피나 나스닥을 제대로 추종하는 ...,excluded,,,,안전자산 30프로 주로 뭐 사시나요 ? 그나마 나스닥 비율 좋다는 TDF 시리즈 샀는데도 나스닥100 40프로 수익일동안 겨우 10프로 수익 낫더군요. 제대로 추종은 하나 의문입니다. 최대한 에센피나 나스닥을 제대로 추종하는 안전30은 뭐가 있을까요? 그나마 나스닥 비율 좋다는 TDF 시리즈 샀는데도 나스닥100 40프로 수익일동안 겨우 10프로 수익 낫더군요. 제대로 추종은 하나 의문입니다. 최대한 에센피나 나스닥을 제대로 추종하는 안전30은 뭐가 있을까요?,
https://clien.net/service/board/cm_vcoin,clien.net,클리앙 : 가상화폐당,커뮤니티 커뮤니티전체 C 모두의광장 F 모두의공원 I 사진게시판 Q 아무거나질문 D 정보와자료 N 새로운소식 T 유용한사이트 P 자료실 E 강좌/사용기 L 팁과강좌 U 사용기 · 체험단사용기 W 사고팔고 J 알뜰구매 S 회원중고장터 ...,excluded,,,,"안전한 서비스 이용을 위해 이메일 인증을 완료해 주세요. 현재 회원님은 이메일 인증이 완료되지 않은 상태입니다. 최근 급증하는 해킹 및 도용 시도로부터 계정을 보호하기 위해 인증 절차가 강화되었습니다. - 이메일 미인증 시 글쓰기, 댓글 작성 등 게시판 활동이 제한됩니다. - 이후 새로운 기기에서 로그인할 때마다 반드시 이메일 인증을 거쳐야 합니다. - 2단계 인증 사용 회원도 최초 1회는 반드시 인증하여야 합니다. - 개인정보에서도 이메일 인증을 할 수 있습니다. 지금 이메일 인증하기",
